STATE,STATEFP,State_fip,COUNTYFP,COUNTYNAME,County_fip,PLACEFP,city_fip,PLACENS,PLACENAME,TYPE,CLASSFP,FUNCSTAT,LINK
KY,21,US21,59,Daviess County,US21059,73146,US2173146,2806564,Stanley,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,59,Daviess County,US21059,76620,US2176620,2806572,Thruston,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,59,Daviess County,US21059,78708,US2178708,2629697,Utica,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,59,Daviess County,US21059,81876,US2181876,2806580,West Louisville,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,59,Daviess County,US21059,82830,US2182830,2405737,Whitesville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,59,Daviess County,US21059,85224,US2185224,2806589,Yelvington,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,61,Edmonson County,US21061,10324,US2110324,2403940,Brownsville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,63,Elliott County,US21063,68556,US2168556,2405416,Sandy Hook city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,65,Estill County,US21065,39646,US2139646,2404766,Irvine city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,65,Estill County,US21065,64092,US2164092,2404594,Ravenna city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,67,Fayette County,US21067,46027,US2146027,2405089,Lexington-Fayette urban county,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,69,Fleming County,US21069,24292,US2124292,2629608,Elizaville,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,69,Fleming County,US21069,25786,US2125786,2403585,Ewing city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,69,Fleming County,US21069,27856,US2127856,2403616,Flemingsburg city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,71,Floyd County,US21071,946,US2100946,2403082,Allen city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,71,Floyd County,US21071,2764,US2102764,2629568,Auxier,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,71,Floyd County,US21071,6220,US2106220,2629576,Betsy Layne,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,71,Floyd County,US21071,23104,US2123104,2629606,Dwale,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,71,Floyd County,US21071,48954,US2148954,2629652,McDowell,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,71,Floyd County,US21071,50286,US2150286,2405031,Martin city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,71,Floyd County,US21071,51042,US2151042,2629650,Maytown,CENSUS DESIGNATED PLACE,U2,S,TRUE
KY,21,US21,71,Floyd County,US21071,62940,US2162940,2404571,Prestonsburg city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,71,Floyd County,US21071,81012,US2181012,2405695,Wayland city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,71,Floyd County,US21071,82272,US2182272,2405727,Wheelwright city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,73,Franklin County,US21073,28900,US2128900,2403656,Frankfort city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,75,Fulton County,US21075,13600,US2113600,2629586,Cayce,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,75,Fulton County,US21075,29566,US2129566,2403669,Fulton city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,75,Fulton County,US21075,36298,US2136298,2404692,Hickman city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,77,Gallatin County,US21077,31204,US2131204,2403702,Glencoe city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,77,Gallatin County,US21077,72372,US2172372,2405502,Sparta city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,77,Gallatin County,US21077,80706,US2180706,2405677,Warsaw city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,79,Garrard County,US21079,43840,US2143840,2404880,Lancaster city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,81,Grant County,US21081,17434,US2117434,2404131,Corinth city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,81,Grant County,US21081,18568,US2118568,2404156,Crittenden city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,81,Grant County,US21081,22582,US2122582,2403510,Dry Ridge city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,81,Grant County,US21081,83406,US2183406,2405749,Williamstown city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,83,Graves County,US21083,26452,US2126452,2629613,Fancy Farm,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,26614,US2126614,2629616,Farmington,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,36316,US2136316,2629629,Hickory,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,48234,US2148234,2629643,Lowes,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,50898,US2150898,2405040,Mayfield city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,83,Graves County,US21083,63426,US2163426,2629668,Pryorsburg,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,69258,US2169258,2629678,Sedalia,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,75270,US2175270,2629690,Symsonia,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,80832,US2180832,2786573,Water Valley,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,83,Graves County,US21083,83856,US2183856,2405766,Wingo city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,85,Grayson County,US21085,6508,US2106508,2629577,Big Clifty,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,85,Grayson County,US21085,12538,US2112538,2403985,Caneyville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,85,Grayson County,US21085,15148,US2115148,2404058,Clarkson city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,85,Grayson County,US21085,44686,US2144686,2404909,Leitchfield city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,87,Green County,US21087,32968,US2132968,2403746,Greensburg city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,87,Green County,US21087,74604,US2174604,2629687,Summersville,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,89,Greenup County,US21089,5374,US2105374,2403842,Bellefonte city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,89,Greenup County,US21089,27802,US2127802,2403614,Flatwoods city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,89,Greenup County,US21089,33004,US2133004,2403747,Greenup city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,89,Greenup County,US21089,63858,US2163858,2404585,Raceland city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,89,Greenup County,US21089,67458,US2167458,2404655,Russell city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,89,Greenup County,US21089,72210,US2172210,2405495,South Shore city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,89,Greenup County,US21089,84864,US2184864,2405790,Worthington city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,89,Greenup County,US21089,85008,US2185008,2405796,Wurtland city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,91,Hancock County,US21091,35200,US2135200,2404664,Hawesville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,91,Hancock County,US21091,45136,US2145136,2404918,Lewisport city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,93,Hardin County,US21093,13636,US2113636,2629587,Cecilia,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,93,Hardin County,US21093,24274,US2124274,2403553,Elizabethtown city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,93,Hardin County,US21093,28540,US2128540,2402497,Fort Knox,CENSUS DESIGNATED PLACE,M2,S,FALSE
KY,21,US21,93,Hardin County,US21093,54480,US2154480,2404337,Muldraugh city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,93,Hardin County,US21093,63912,US2163912,2404586,Radcliff city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,93,Hardin County,US21093,65388,US2165388,2629671,Rineyville,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,93,Hardin County,US21093,71724,US2171724,2405484,Sonora city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,93,Hardin County,US21093,78672,US2178672,2405631,Upton city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,93,Hardin County,US21093,79734,US2179734,2405656,Vine Grove city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,93,Hardin County,US21093,81930,US2181930,2405715,West Point city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,95,Harlan County,US21095,514,US2100514,2629564,Ages,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,95,Harlan County,US21095,5662,US2105662,2403853,Benham city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,95,Harlan County,US21095,13582,US2113582,2629585,Cawood,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,95,Harlan County,US21095,16354,US2116354,2629594,Coldiron,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,95,Harlan County,US21095,17938,US2117938,2629596,Coxton,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,95,Harlan County,US21095,19108,US2119108,2404168,Cumberland city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,95,Harlan County,US21095,25606,US2125606,2403581,Evarts city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,95,Harlan County,US21095,34732,US2134732,2403801,Harlan city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,95,Harlan County,US21095,42112,US2142112,2629639,Kenvir,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,95,Harlan County,US21095,48288,US2148288,2404967,Loyall city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,95,Harlan County,US21095,48540,US2148540,2404979,Lynch city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,95,Harlan County,US21095,59466,US2159466,2629660,Pathfork,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,95,Harlan County,US21095,72255,US2172255,2402881,South Wallins,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,95,Harlan County,US21095,80310,US2180310,2785008,Wallins Creek,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,97,Harrison County,US21097,5968,US2105968,2403861,Berry city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,97,Harrison County,US21097,19432,US2119432,2404172,Cynthiana city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,99,Hart County,US21099,8488,US2108488,2403894,Bonnieville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,99,Hart County,US21099,34660,US2134660,2629626,Hardyville,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,99,Hart County,US21099,38008,US2138008,2404730,Horse Cave city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,99,Hart County,US21099,54570,US2154570,2404340,Munfordville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,101,Henderson County,US21101,1720,US2101720,2629565,Anthoston,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,101,Henderson County,US21101,17686,US2117686,2404135,Corydon city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,101,Henderson County,US21101,35866,US2135866,2404681,Henderson city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,101,Henderson County,US21101,62202,US2162202,2629667,Poole,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,101,Henderson County,US21101,65874,US2165874,2404629,Robards city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,101,Henderson County,US21101,72570,US2172570,2629683,Spottsville,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,103,Henry County,US21103,12142,US2112142,2403982,Campbellsburg city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,103,Henry County,US21103,24904,US2124904,2403564,Eminence city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,103,Henry County,US21103,55596,US2155596,2404359,New Castle city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,103,Henry County,US21103,61788,US2161788,2404540,Pleasureville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,103,Henry County,US21103,71364,US2171364,2405473,Smithfield city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,105,Hickman County,US21105,15742,US2115742,2404077,Clinton city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,105,Hickman County,US21105,16768,US2116768,2404110,Columbus city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,20224,US2120224,2404193,Dawson Springs city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,23230,US2123230,2403529,Earlington city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,34390,US2134390,2403794,Hanson city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,49368,US2149368,2404994,Madisonville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,49746,US2149746,2629646,Manitou,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,107,Hopkins County,US21107,53616,US2153616,2404310,Mortons Gap city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,55092,US2155092,2404353,Nebo city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,56910,US2156910,2404402,Nortonville city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,67710,US2167710,2405391,St. Charles city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,107,Hopkins County,US21107,82722,US2182722,2405733,White Plains city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,109,Jackson County,US21109,1648,US2101648,2402647,Annville,CENSUS DESIGNATED PLACE,U1,S,TRUE
KY,21,US21,109,Jackson County,US21109,49116,US2149116,2405051,McKee city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,1504,US2101504,2403096,Anchorage city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,2656,US2102656,2403136,Audubon Park city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,3376,US2103376,2403152,Bancroft city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,3556,US2103556,2403154,Barbourmeade city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,5068,US2105068,2403836,Beechwood Village city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,5392,US2105392,2403843,Bellemeade city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,5464,US2105464,2403847,Bellewood city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,7858,US2107858,2403883,Blue Ridge Manor city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,9532,US2109532,2403923,Briarwood city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,9847,US2109847,2403931,Broeck Pointe city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,10162,US2110162,2403938,Brownsboro Farm city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,10198,US2110198,2403939,Brownsboro Village city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,12066,US2112066,2403974,Cambridge city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,16395,US2116395,2404095,Coldstream city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,18270,US2118270,2404148,Creekside city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,18766,US2118766,2404160,Crossgate city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,22204,US2122204,2404240,Douglass Hills city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,22474,US2122474,2403509,Druid Hills city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,27262,US2127262,2403609,Fincastle city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,28342,US2128342,2403634,Forest Hills city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,31348,US2131348,2403704,Glenview city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,31402,US2131402,2403705,Glenview Hills city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,31420,US2131420,2403706,Glenview Manor city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,31870,US2131870,2403713,Goose Creek city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,32523,US2132523,2403731,Graymoor-Devondale city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,32986,US2132986,2403737,Green Spring city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,36102,US2136102,2404687,Heritage Creek city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,36374,US2136374,2404694,Hickory Hill city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,36865,US2136865,2404700,Hills and Dales city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,37576,US2137576,2404713,Hollow Creek city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,37630,US2137630,2404718,Hollyvilla city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,38170,US2138170,2404736,Houston Acres city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,38814,US2138814,2404748,Hurstbourne city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,38818,US2138818,2404749,Hurstbourne Acres city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,39304,US2139304,2404757,Indian Hills city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,40222,US2140222,2404797,Jeffersontown city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,42598,US2142598,2404834,Kingsley city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,43900,US2143900,2404884,Langdon Place city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,46540,US2146540,2404931,Lincolnshire city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,48000,US2148000,2404963,Louisville city,INCORPORATED PLACE,C9,N,FALSE
KY,21,US21,111,Jefferson County,US21111,48006,US2148006,1967434,Louisville/Jefferson County metro government (balance),INCORPORATED PLACE,C8,F,FALSE
KY,21,US21,111,Jefferson County,US21111,48558,US2148558,2404980,Lyndon city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,48648,US2148648,2404982,Lynnview city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,49800,US2149800,2405010,Manor Creek city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,50412,US2150412,2405035,Maryhill Estates city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,51193,US2151193,2405058,Meadowbrook Farm city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,51258,US2151258,2405057,Meadow Vale city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,51294,US2151294,2405059,Meadowview Estates city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,51978,US2151978,2404253,Middletown city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,52842,US2152842,2404279,Mockingbird Valley city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,53328,US2153328,2404298,Moorland city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,54660,US2154660,2404344,Murray Hill city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,56550,US2156550,2404383,Norbourne Estates city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,56730,US2156730,2404399,Northfield city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,56928,US2156928,2404403,Norwood city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,57658,US2157658,2404427,Old Brownsboro Place city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,59322,US2159322,2404483,Parkway Village city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,61554,US2161554,2404535,Plantation city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,62370,US2162370,2404551,Poplar Hills city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,63264,US2163264,2404575,Prospect city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,65208,US2165208,2404613,Richlawn city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,65766,US2165766,2404625,Riverwood city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,66486,US2166486,2404645,Rolling Fields city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,66504,US2166504,2404647,Rolling Hills city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,67944,US2167944,2405399,St. Matthews city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,67998,US2167998,2405402,St. Regis Park city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,69384,US2169384,2405445,Seneca Gardens city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,70284,US2170284,2405462,Shively city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,72138,US2172138,2405492,South Park View city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,72770,US2172770,2405507,Spring Mill city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,72790,US2172790,2405508,Spring Valley city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,74064,US2174064,2405532,Strathmoor Manor city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,74082,US2174082,2405533,Strathmoor Village city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,75190,US2175190,2405556,Sycamore city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,75963,US2175963,2405578,Ten Broeck city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,76380,US2176380,2405587,Thornhill city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,80913,US2180913,2405689,Watterson Park city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,81372,US2181372,2405704,Wellington city,INCORPORATED PLACE,C1,A,TRUE
KY,21,US21,111,Jefferson County,US21111,81624,US2181624,2405705,West Buechel city,INCORPORATED PLACE,C1,A,TRUE
