city_fip,PLACENAME,State-City
US1911305,Cascade,US19-CASCADE
US1912225,Center Junction,US19-CENTER JUNCTION
US1949845,Martelle,US19-MARTELLE
US1953625,Monticello,US19-MONTICELLO
US1954030,Morley,US19-MORLEY
US1958980,Olin,US19-OLIN
US1959250,Onslow,US19-ONSLOW
US1960690,Oxford Junction,US19-OXFORD JUNCTION
US1975540,Stone City,US19-STONE CITY
US1987240,Wyoming,US19-WYOMING
US1919855,Delta,US19-DELTA
US1930540,Gibson,US19-GIBSON
US1934545,Harper,US19-HARPER
US1935445,Hayesville,US19-HAYESVILLE
US1935670,Hedrick,US19-HEDRICK
US1940980,Keota,US19-KEOTA
US1941070,Keswick,US19-KESWICK
US1941475,Kinross,US19-KINROSS
US1949935,Martinsburg,US19-MARTINSBURG
US1957225,North English,US19-NORTH ENGLISH
US1959070,Ollie,US19-OLLIE
US1966720,Richland,US19-RICHLAND
US1973110,Sigourney,US19-SIGOURNEY
US1974055,South English,US19-SOUTH ENGLISH
US1977835,Thornburg,US19-THORNBURG
US1983055,Webster,US19-WEBSTER
US1984900,What Cheer,US19-WHAT CHEER
US1901135,Algona,US19-ALGONA
US1904420,Bancroft,US19-BANCROFT
US1909685,Burt,US19-BURT
US1927210,Fenton,US19-FENTON
US1938955,Irvington,US19-IRVINGTON
US1942825,Lakota,US19-LAKOTA
US1944130,Ledyard,US19-LEDYARD
US1946290,Lone Rock,US19-LONE ROCK
US1947370,Lu Verne,US19-LU VERNE
US1969825,St. Benedict,US19-ST. BENEDICT
US1970005,St. Joseph,US19-ST. JOSEPH
US1971715,Sexton,US19-SEXTON
US1976755,Swea City,US19-SWEA CITY
US1978330,Titonka,US19-TITONKA
US1983415,Wesley,US19-WESLEY
US1983550,West Bend,US19-WEST BEND
US1985260,Whittemore,US19-WHITTEMORE
US1902710,Argyle,US19-ARGYLE
US1919990,Denmark,US19-DENMARK
US1921810,Donnellson,US19-DONNELLSON
US1928605,Fort Madison,US19-FORT MADISON
US1928740,Franklin,US19-FRANKLIN
US1937335,Houghton,US19-HOUGHTON
US1940845,Keokuk,US19-KEOKUK
US1953760,Montrose,US19-MONTROSE
US1953805,Mooar,US19-MOOAR
US1970185,St. Paul,US19-ST. PAUL
US1970545,Sandusky,US19-SANDUSKY
US1984585,West Point,US19-WEST POINT
US1984855,Wever,US19-WEVER
US1901000,Alburnett,US19-ALBURNETT
US1906175,Bertram,US19-BERTRAM
US1912000,Cedar Rapids,US19-CEDAR RAPIDS
US1912270,Center Point,US19-CENTER POINT
US1912495,Central City,US19-CENTRAL CITY
US1914925,Coggon,US19-COGGON
US1925365,Ely,US19-ELY
US1926400,Fairfax,US19-FAIRFAX
US1935940,Hiawatha,US19-HIAWATHA
US1945615,Lisbon,US19-LISBON
US1949485,Marion,US19-MARION
US1954840,Mount Vernon,US19-MOUNT VERNON
US1961230,Palo,US19-PALO
US1964425,Prairieburg,US19-PRAIRIEBURG
US1967800,Robins,US19-ROBINS
US1974775,Springville,US19-SPRINGVILLE
US1981840,Walford,US19-WALFORD
US1981885,Walker,US19-WALKER
US1915375,Columbus City,US19-COLUMBUS CITY
US1915420,Columbus Junction,US19-COLUMBUS JUNCTION
US1916725,Cotter,US19-COTTER
US1929055,Fredonia,US19-FREDONIA
US1932115,Grandview,US19-GRANDVIEW
US1944715,Letts,US19-LETTS
US1954120,Morning Sun,US19-MORNING SUN
US1958395,Oakville,US19-OAKVILLE
US1982200,Wapello,US19-WAPELLO
US1912720,Chariton,US19-CHARITON
US1920125,Derby,US19-DERBY
US1947100,Lucas,US19-LUCAS
US1969285,Russell,US19-RUSSELL
US1985935,Williamson,US19-WILLIAMSON
US1901675,Alvord,US19-ALVORD
US1921900,Doon,US19-DOON
US1930225,George,US19-GEORGE
US1938415,Inwood,US19-INWOOD
US1943410,Larchwood,US19-LARCHWOOD
US1944670,Lester,US19-LESTER
US1945795,Little Rock,US19-LITTLE ROCK
US1968160,Rock Rapids,US19-ROCK RAPIDS
US1906490,Bevington,US19-BEVINGTON
US1923340,Earlham,US19-EARLHAM
US1923790,East Peru,US19-EAST PERU
US1948180,Macksburg,US19-MACKSBURG
US1961860,Patterson,US19-PATTERSON
US1969915,St. Charles,US19-ST. CHARLES
US1979140,Truro,US19-TRURO
US1983910,West Des Moines,US19-WEST DES MOINES
US1986520,Winterset,US19-WINTERSET
US1904555,Barnes City,US19-BARNES CITY
US1905050,Beacon,US19-BEACON
US1923970,Eddyville,US19-EDDYVILLE
US1929190,Fremont,US19-FREMONT
US1940890,Keomah Village,US19-KEOMAH VILLAGE
US1944310,Leighton,US19-LEIGHTON
US1956460,New Sharon,US19-NEW SHARON
US1959925,Oskaloosa,US19-OSKALOOSA
US1962040,Pella,US19-PELLA
US1968700,Rose Hill,US19-ROSE HILL
US1979815,University Park,US19-UNIVERSITY PARK
US1909730,Bussey,US19-BUSSEY
US1933870,Hamilton,US19-HAMILTON
US1934860,Harvey,US19-HARVEY
US1942015,Knoxville,US19-KNOXVILLE
US1950070,Marysville,US19-MARYSVILLE
US1950935,Melcher-Dallas,US19-MELCHER-DALLAS
US1962040,Pella,US19-PELLA
US1963750,Pleasantville,US19-PLEASANTVILLE
US1976665,Swan,US19-SWAN
US1900955,Albion,US19-ALBION
US1914160,Clemons,US19-CLEMONS
US1927255,Ferguson,US19-FERGUSON
US1930900,Gilman,US19-GILMAN
US1932925,Green Mountain,US19-GREEN MOUNTAIN
US1935220,Haverhill,US19-HAVERHILL
US1943680,Laurel,US19-LAUREL
US1944220,Le Grand,US19-LE GRAND
US1945660,Liscomb,US19-LISCOMB
US1949755,Marshalltown,US19-MARSHALLTOWN
US1950880,Melbourne,US19-MELBOURNE
US1966540,Rhodes,US19-RHODES
US1969780,St. Anthony,US19-ST. ANTHONY
US1975135,State Center,US19-STATE CENTER
US1925500,Emerson,US19-EMERSON
US1931350,Glenwood,US19-GLENWOOD
US1934995,Hastings,US19-HASTINGS
US1935715,Henderson,US19-HENDERSON
US1948720,Malvern,US19-MALVERN
US1952635,Mineola,US19-MINEOLA
US1960825,Pacific Junction,US19-PACIFIC JUNCTION
US1973155,Silver City,US19-SILVER CITY
US1976935,Tabor,US19-TABOR
US1911035,Carpenter,US19-CARPENTER
US1945705,Little Cedar,US19-LITTLE CEDAR
US1948045,McIntire,US19-MCINTIRE
US1951510,Meyer,US19-MEYER
US1952905,Mitchell,US19-MITCHELL
US1953085,Mona,US19-MONA
US1956190,New Haven,US19-NEW HAVEN
US1959520,Orchard,US19-ORCHARD
US1959745,Osage,US19-OSAGE
US1960285,Otranto,US19-OTRANTO
US1966585,Riceville,US19-RICEVILLE
US1969735,St. Ansgar,US19-ST. ANSGAR
US1974820,Stacyville,US19-STACYVILLE
US1978465,Toeterville,US19-TOETERVILLE
US1906940,Blencoe,US19-BLENCOE
US1911530,Castana,US19-CASTANA
US1949170,Mapleton,US19-MAPLETON
US1953850,Moorhead,US19-MOORHEAD
US1959115,Onawa,US19-ONAWA
US1968385,Rodney,US19-RODNEY
US1973785,Soldier,US19-SOLDIER
US1979185,Turin,US19-TURIN
US1979995,Ute,US19-UTE
US1985215,Whiting,US19-WHITING
US1900910,Albia,US19-ALBIA
US1923970,Eddyville,US19-EDDYVILLE
US1946830,Lovilia,US19-LOVILIA
US1950970,Melrose,US19-MELROSE
US1953985,Moravia,US19-MORAVIA
US1914880,Coburg,US19-COBURG
US1924915,Elliott,US19-ELLIOTT
US1932295,Grant,US19-GRANT
US1966135,Red Oak,US19-RED OAK
US1975000,Stanton,US19-STANTON
US1980985,Villisca,US19-VILLISCA
US1903385,Atalissa,US19-ATALISSA
US1907075,Blue Grass,US19-BLUE GRASS
US1915645,Conesville,US19-CONESVILLE
US1922980,Durant,US19-DURANT
US1926580,Fairport,US19-FAIRPORT
US1929280,Fruitland,US19-FRUITLAND
US1940733,Kent Estates,US19-KENT ESTATES
US1953715,Montpelier,US19-MONTPELIER
US1954345,Moscow,US19-MOSCOW
US1955110,Muscatine,US19-MUSCATINE
US1956685,Nichols,US19-NICHOLS
US1975450,Stockton,US19-STOCKTON
US1981705,Walcott,US19-WALCOTT
US1984315,West Liberty,US19-WEST LIBERTY
US1986070,Wilton,US19-WILTON
US1902530,Archer,US19-ARCHER
US1910090,Calumet,US19-CALUMET
US1934725,Hartley,US19-HARTLEY
US1961905,Paullina,US19-PAULLINA
US1964650,Primghar,US19-PRIMGHAR
US1970410,Sanborn,US19-SANBORN
US1972390,Sheldon,US19-SHELDON
US1976485,Sutherland,US19-SUTHERLAND
US1903295,Ashton,US19-ASHTON
US1934635,Harris,US19-HARRIS
US1951060,Melvin,US19-MELVIN
US1958530,Ocheyedan,US19-OCHEYEDAN
US1972975,Sibley,US19-SIBLEY
US1906895,Blanchard,US19-BLANCHARD
US1907930,Braddyville,US19-BRADDYVILLE
US1913575,Clarinda,US19-CLARINDA
US1914970,Coin,US19-COIN
US1915105,College Springs,US19-COLLEGE SPRINGS
US1925815,Essex,US19-ESSEX
US1935760,Hepburn,US19-HEPBURN
US1957045,Northboro,US19-NORTHBORO
US1971895,Shambaugh,US19-SHAMBAUGH
US1972525,Shenandoah,US19-SHENANDOAH
US1987420,Yorktown,US19-YORKTOWN
US1904105,Ayrshire,US19-AYRSHIRE
US1917895,Curlew,US19-CURLEW
US1917985,Cylinder,US19-CYLINDER
US1925590,Emmetsburg,US19-EMMETSBURG
US1931800,Graettinger,US19-GRAETTINGER
US1948585,Mallard,US19-MALLARD
US1968340,Rodman,US19-RODMAN
US1969330,Ruthven,US19-RUTHVEN
US1983550,West Bend,US19-WEST BEND
US1900775,Akron,US19-AKRON
US1908875,Brunsville,US19-BRUNSVILLE
US1916950,Craig,US19-CRAIG
US1936480,Hinton,US19-HINTON
US1941385,Kingsley,US19-KINGSLEY
US1944400,Le Mars,US19-LE MARS
US1951375,Merrill,US19-MERRILL
US1960780,Oyens,US19-OYENS
US1966405,Remsen,US19-REMSEN
US1973335,Sioux City,US19-SIOUX CITY
US1975945,Struble,US19-STRUBLE
US1984090,Westfield,US19-WESTFIELD
US1928245,Fonda,US19-FONDA
US1930945,Gilmore City,US19-GILMORE CITY
US1935130,Havelock,US19-HAVELOCK
US1943725,Laurens,US19-LAURENS
US1961050,Palmer,US19-PALMER
US1963840,Plover,US19-PLOVER
US1963975,Pocahontas,US19-POCAHONTAS
US1968520,Rolfe,US19-ROLFE
US1980535,Varina,US19-VARINA
US1901180,Alleman,US19-ALLEMAN
US1901630,Altoona,US19-ALTOONA
US1902305,Ankeny,US19-ANKENY
US1907390,Bondurant,US19-BONDURANT
US1910765,Carlisle,US19-CARLISLE
US1914520,Clive,US19-CLIVE
US1921000,Des Moines,US19-DES MOINES
US1924735,Elkhart,US19-ELKHART
US1932160,Granger,US19-GRANGER
US1933060,Grimes,US19-GRIMES
US1939765,Johnston,US19-JOHNSTON
US1952950,Mitchellville,US19-MITCHELLVILLE
US1957675,Norwalk,US19-NORWALK
US1963525,Pleasant Hill,US19-PLEASANT HILL
US1964020,Polk City,US19-POLK CITY
US1969240,Runnells,US19-RUNNELLS
US1970995,Saylorville,US19-SAYLORVILLE
US1972345,Sheldahl,US19-SHELDAHL
US1979950,Urbandale,US19-URBANDALE
US1983910,West Des Moines,US19-WEST DES MOINES
US1986250,Windsor Heights,US19-WINDSOR HEIGHTS
US1903970,Avoca,US19-AVOCA
US1905870,Bentley,US19-BENTLEY
US1911170,Carson,US19-CARSON
US1911215,Carter Lake,US19-CARTER LAKE
US1916860,Council Bluffs,US19-COUNCIL BLUFFS
US1917175,Crescent,US19-CRESCENT
US1934005,Hancock,US19-HANCOCK
US1946785,Loveland,US19-LOVELAND
US1947865,McClelland,US19-MCCLELLAND
US1947955,Macedonia,US19-MACEDONIA
US1952590,Minden,US19-MINDEN
US1955560,Neola,US19-NEOLA
US1958080,Oakland,US19-OAKLAND
US1972300,Shelby,US19-SHELBY
US1978825,Treynor,US19-TREYNOR
US1979500,Underwood,US19-UNDERWOOD
US1982065,Walnut,US19-WALNUT
US1984495,Weston,US19-WESTON
US1904555,Barnes City,US19-BARNES CITY
US1908695,Brooklyn,US19-BROOKLYN
US1919495,Deep River,US19-DEEP RIVER
US1933105,Grinnell,US19-GRINNELL
US1933285,Guernsey,US19-GUERNSEY
US1934770,Hartwick,US19-HARTWICK
US1936660,Holiday Lake,US19-HOLIDAY LAKE
US1948540,Malcom,US19-MALCOM
US1953490,Montezuma,US19-MONTEZUMA
US1971355,Searsboro,US19-SEARSBORO
US1980805,Victor,US19-VICTOR
US1905095,Beaconsfield,US19-BEACONSFIELD
US1905905,Benton,US19-BENTON
US1913980,Clearfield,US19-CLEARFIELD
US1919810,Delphos,US19-DELPHOS
US1921270,Diagonal,US19-DIAGONAL
US1925005,Ellston,US19-ELLSTON
US1940350,Kellerton,US19-KELLERTON
US1948675,Maloy,US19-MALOY
US1954480,Mount Ayr,US19-MOUNT AYR
US1966000,Redding,US19-REDDING
US1971940,Shannon City,US19-SHANNON CITY
US1976415,Sun Valley Lake,US19-SUN VALLEY LAKE
US1978195,Tingley,US19-TINGLEY
US1903610,Auburn,US19-AUBURN
US1923475,Early,US19-EARLY
US1942690,Lake View,US19-LAKE VIEW
US1947730,Lytton,US19-LYTTON
US1955515,Nemaha,US19-NEMAHA
US1958575,Odebolt,US19-ODEBOLT
US1969645,Sac City,US19-SAC CITY
US1971085,Schaller,US19-SCHALLER
US1982020,Wall Lake,US19-WALL LAKE
US1902665,Argo,US19-ARGO
US1906355,Bettendorf,US19-BETTENDORF
US1906535,Big Rock,US19-BIG ROCK
US1907075,Blue Grass,US19-BLUE GRASS
US1909235,Buffalo,US19-BUFFALO
US1919000,Davenport,US19-DAVENPORT
US1921540,Dixon,US19-DIXON
US1921720,Donahue,US19-DONAHUE
US1922980,Durant,US19-DURANT
US1924600,Eldridge,US19-ELDRIDGE
US1944085,Le Claire,US19-LE CLAIRE
US1946425,Long Grove,US19-LONG GROVE
US1947820,McCausland,US19-MCCAUSLAND
US1950655,Maysville,US19-MAYSVILLE
US1956280,New Liberty,US19-NEW LIBERTY
US1961365,Panorama Park,US19-PANORAMA PARK
US1961725,Park View,US19-PARK VIEW
US1963300,Plainview,US19-PLAINVIEW
US1964740,Princeton,US19-PRINCETON
US1967350,Riverdale,US19-RIVERDALE
US1981705,Walcott,US19-WALCOTT
US1916320,Corley,US19-CORLEY
US1919585,Defiance,US19-DEFIANCE
US1923385,Earling,US19-EARLING
US1924780,Elk Horn,US19-ELK HORN
US1934500,Harlan,US19-HARLAN
US1939000,Irwin,US19-IRWIN
US1939180,Jacksonville,US19-JACKSONVILLE
US1941520,Kirkman,US19-KIRKMAN
US1961275,Panama,US19-PANAMA
US1964200,Portsmouth,US19-PORTSMOUTH
US1972300,Shelby,US19-SHELBY
US1977430,Tennant,US19-TENNANT
US1984540,Westphalia,US19-WESTPHALIA
US1901585,Alton,US19-ALTON
US1907840,Boyden,US19-BOYDEN
US1912945,Chatsworth,US19-CHATSWORTH
US1932475,Granville,US19-GRANVILLE
US1935265,Hawarden,US19-HAWARDEN
US1937290,Hospers,US19-HOSPERS
US1937515,Hull,US19-HULL
US1938820,Ireton,US19-IRETON
US1950385,Matlock,US19-MATLOCK
US1950430,Maurice,US19-MAURICE
US1959475,Orange City,US19-ORANGE CITY
US1968205,Rock Valley,US19-ROCK VALLEY
US1972390,Sheldon,US19-SHELDON
US1973290,Sioux Center,US19-SIOUX CENTER
US1901855,Ames,US19-AMES
US1910225,Cambridge,US19-CAMBRIDGE
US1915195,Collins,US19-COLLINS
US1915240,Colo,US19-COLO
US1930630,Gilbert,US19-GILBERT
US1937920,Huxley,US19-HUXLEY
US1940395,Kelley,US19-KELLEY
US1947775,McCallsburg,US19-MCCALLSBURG
US1950520,Maxwell,US19-MAXWELL
US1955695,Nevada,US19-NEVADA
US1968475,Roland,US19-ROLAND
US1972345,Sheldahl,US19-SHELDAHL
US1973515,Slater,US19-SLATER
US1975675,Story City,US19-STORY CITY
US1987555,Zearing,US19-ZEARING
US1912990,Chelsea,US19-CHELSEA
US1914655,Clutier,US19-CLUTIER
US1923160,Dysart,US19-DYSART
US1924375,Elberon,US19-ELBERON
US1930045,Garwin,US19-GARWIN
US1931035,Gladbrook,US19-GLADBROOK
US1944220,Le Grand,US19-LE GRAND
US1945255,Lincoln,US19-LINCOLN
US1953670,Montour,US19-MONTOUR
US1977115,Tama,US19-TAMA
US1978510,Toledo,US19-TOLEDO
US1978735,Traer,US19-TRAER
US1981120,Vining,US19-VINING
US1903430,Athelstan,US19-ATHELSTAN
US1905365,Bedford,US19-BEDFORD
US1906985,Blockton,US19-BLOCKTON
US1913980,Clearfield,US19-CLEARFIELD
US1915960,Conway,US19-CONWAY
US1932520,Gravity,US19-GRAVITY
US1944490,Lenox,US19-LENOX
US1956370,New Market,US19-NEW MARKET
US1972075,Sharpsburg,US19-SHARPSBURG
US1900595,Afton,US19-AFTON
US1902800,Arispe,US19-ARISPE
US1917265,Creston,US19-CRESTON
US1917490,Cromwell,US19-CROMWELL
US1940710,Kent,US19-KENT
US1946515,Lorimor,US19-LORIMOR
US1971940,Shannon City,US19-SHANNON CITY
US1977565,Thayer,US19-THAYER
US1906625,Birmingham,US19-BIRMINGHAM
US1907345,Bonaparte,US19-BONAPARTE
US1910450,Cantril,US19-CANTRIL
US1922035,Douds,US19-DOUDS
US1926895,Farmington,US19-FARMINGTON
US1940935,Keosauqua,US19-KEOSAUQUA
US1943950,Leando,US19-LEANDO
US1952500,Milton,US19-MILTON
US1954750,Mount Sterling,US19-MOUNT STERLING
US1975405,Stockport,US19-STOCKPORT
US1900640,Agency,US19-AGENCY
US1906850,Blakesburg,US19-BLAKESBURG
US1913215,Chillicothe,US19-CHILLICOTHE
US1923970,Eddyville,US19-EDDYVILLE
US1924420,Eldon,US19-ELDON
US1941565,Kirkville,US19-KIRKVILLE
US1960465,Ottumwa,US19-OTTUMWA
US1900235,Ackworth,US19-ACKWORTH
US1906490,Bevington,US19-BEVINGTON
US1910765,Carlisle,US19-CARLISLE
US1917850,Cumming,US19-CUMMING
US1921000,Des Moines,US19-DES MOINES
US1934680,Hartford,US19-HARTFORD
US1938280,Indianola,US19-INDIANOLA
US1942285,Lacona,US19-LACONA
US1949890,Martensdale,US19-MARTENSDALE
US1952455,Milo,US19-MILO
US1956595,New Virginia,US19-NEW VIRGINIA
US1957675,Norwalk,US19-NORWALK
US1970095,St. Marys,US19-ST. MARYS
US1970590,Sandyville,US19-SANDYVILLE
US1974685,Spring Hill,US19-SPRING HILL
US1983910,West Des Moines,US19-WEST DES MOINES
US1900730,Ainsworth,US19-AINSWORTH
US1908470,Brighton,US19-BRIGHTON
US1916140,Coppock,US19-COPPOCK
US1917130,Crawfordsville,US19-CRAWFORDSVILLE
US1940170,Kalona,US19-KALONA
US1940980,Keota,US19-KEOTA
US1967440,Riverside,US19-RIVERSIDE
US1982335,Washington,US19-WASHINGTON
US1983280,Wellman,US19-WELLMAN
US1983775,West Chester,US19-WEST CHESTER
US1901270,Allerton,US19-ALLERTON
US1914475,Clio,US19-CLIO
US1916635,Corydon,US19-CORYDON
US1937605,Humeston,US19-HUMESTON
US1945435,Lineville,US19-LINEVILLE
US1952275,Millerton,US19-MILLERTON
US1964875,Promise City,US19-PROMISE CITY
US1971760,Seymour,US19-SEYMOUR
US1904195,Badger,US19-BADGER
US1904645,Barnum,US19-BARNUM
US1909955,Callender,US19-CALLENDER
US1913485,Clare,US19-CLARE
US1914835,Coalville,US19-COALVILLE
US1919180,Dayton,US19-DAYTON
US1922755,Duncombe,US19-DUNCOMBE
US1926940,Farnhamville,US19-FARNHAMVILLE
US1928515,Fort Dodge,US19-FORT DODGE
US1931710,Gowrie,US19-GOWRIE
US1934410,Harcourt,US19-HARCOURT
US1944265,Lehigh,US19-LEHIGH
US1953895,Moorland,US19-MOORLAND
US1960105,Otho,US19-OTHO
US1975810,Stratford,US19-STRATFORD
US1981075,Vincent,US19-VINCENT
US1909280,Buffalo Center,US19-BUFFALO CENTER
US1928380,Forest City,US19-FOREST CITY
US1942555,Lake Mills,US19-LAKE MILLS
US1944355,Leland,US19-LELAND
US1965415,Rake,US19-RAKE
US1971040,Scarville,US19-SCARVILLE
US1977745,Thompson,US19-THOMPSON
US1909640,Burr Oak,US19-BURR OAK
US1910045,Calmar,US19-CALMAR
US1911485,Castalia,US19-CASTALIA
US1919405,Decorah,US19-DECORAH
US1928425,Fort Atkinson,US19-FORT ATKINSON
US1939135,Jackson Junction,US19-JACKSON JUNCTION
US1959970,Ossian,US19-OSSIAN
US1967035,Ridgeway,US19-RIDGEWAY
US1974370,Spillville,US19-SPILLVILLE
US1902350,Anthon,US19-ANTHON
US1908650,Bronson,US19-BRONSON
US1914385,Climbing Hill,US19-CLIMBING HILL
US1916545,Correctionville,US19-CORRECTIONVILLE
US1917940,Cushing,US19-CUSHING
US1918390,Danbury,US19-DANBURY
US1937200,Hornick,US19-HORNICK
US1943905,Lawton,US19-LAWTON
US1954930,Moville,US19-MOVILLE
US1960240,Oto,US19-OTO
US1962760,Pierson,US19-PIERSON
US1970320,Salix,US19-SALIX
US1971625,Sergeant Bluff,US19-SERGEANT BLUFF
US1973335,Sioux City,US19-SIOUX CITY
US1973605,Sloan,US19-SLOAN
US1973650,Smithland,US19-SMITHLAND
US1907255,Bolan,US19-BOLAN
US1927390,Fertile,US19-FERTILE
US1931890,Grafton,US19-GRAFTON
US1934185,Hanlontown,US19-HANLONTOWN
US1939855,Joice,US19-JOICE
US1940665,Kensett,US19-KENSETT
US1948900,Manly,US19-MANLY
US1957630,Northwood,US19-NORTHWOOD
US1905680,Belmond,US19-BELMOND
US1913620,Clarion,US19-CLARION
US1922305,Dows,US19-DOWS
US1923250,Eagle Grove,US19-EAGLE GROVE
US1929550,Galt,US19-GALT
US1931530,Goldfield,US19-GOLDFIELD
US1969015,Rowan,US19-ROWAN
US1987015,Woolstock,US19-WOOLSTOCK
US2004450,Bassett,US20-BASSETT
US2020875,Elsmore,US20-ELSMORE
US2025975,Gas,US20-GAS
US2033450,Humboldt,US20-HUMBOLDT
US2034300,Iola,US20-IOLA
US2037725,La Harpe,US20-LA HARPE
US2046500,Mildred,US20-MILDRED
US2048125,Moran,US20-MORAN
US2063200,Savonburg,US20-SAVONBURG
US2014950,Colony,US20-COLONY
US2025925,Garnett,US20-GARNETT
US2028350,Greeley,US20-GREELEY
US2030250,Harris,US20-HARRIS
US2036875,Kincaid,US20-KINCAID
US2042425,Lone Elm,US20-LONE ELM
US2047975,Mont Ida,US20-MONT IDA
US2076425,Welda,US20-WELDA
US2077250,Westphalia,US20-WESTPHALIA
US2002900,Atchison,US20-ATCHISON
US2020025,Effingham,US20-EFFINGHAM
US2033575,Huron,US20-HURON
US2038325,Lancaster,US20-LANCASTER
US2049325,Muscotah,US20-MUSCOTAH
US2030000,Hardtner,US20-HARDTNER
US2031150,Hazelton,US20-HAZELTON
US2034550,Isabel,US20-ISABEL
US2037125,Kiowa,US20-KIOWA
US2037875,Lake City,US20-LAKE CITY
US2045500,Medicine Lodge,US20-MEDICINE LODGE
US2064325,Sharon,US20-SHARON
US2069275,Sun City,US20-SUN CITY
US2000825,Albert,US20-ALBERT
US2004950,Beaver,US20-BEAVER
US2013425,Claflin,US20-CLAFLIN
US2020425,Ellinwood,US20-ELLINWOOD
US2025050,Galatia,US20-GALATIA
US2028300,Great Bend,US20-GREAT BEND
US2032550,Hoisington,US20-HOISINGTON
US2052175,Odin,US20-ODIN
US2052750,Olmitz,US20-OLMITZ
US2054875,Pawnee Rock,US20-PAWNEE ROCK
US2069525,Susank,US20-SUSANK
US2008475,Bronson,US20-BRONSON
US2017900,Devon,US20-DEVON
US2024000,Fort Scott,US20-FORT SCOTT
US2024925,Fulton,US20-FULTON
US2025900,Garland,US20-GARLAND
US2044550,Mapleton,US20-MAPLETON
US2058725,Redfield,US20-REDFIELD
US2072525,Uniontown,US20-UNIONTOWN
US2022025,Everest,US20-EVEREST
US2022425,Fairview,US20-FAIRVIEW
US2029700,Hamlin,US20-HAMLIN
US2031675,Hiawatha,US20-HIAWATHA
US2033200,Horton,US20-HORTON
US2036735,Kickapoo Site 1,US20-KICKAPOO SITE 1
US2036736,Kickapoo Site 2,US20-KICKAPOO SITE 2
US2036739,Kickapoo Site 5,US20-KICKAPOO SITE 5
US2036740,Kickapoo Site 6,US20-KICKAPOO SITE 6
US2036741,Kickapoo Site 7,US20-KICKAPOO SITE 7
US2036744,Kickapoo Tribal Center,US20-KICKAPOO TRIBAL CENTER
US2048300,Morrill,US20-MORRILL
US2057350,Powhattan,US20-POWHATTAN
US2059050,Reserve,US20-RESERVE
US2060325,Robinson,US20-ROBINSON
US2062025,Sabetha,US20-SABETHA
US2079400,Willis,US20-WILLIS
US2001800,Andover,US20-ANDOVER
US2003300,Augusta,US20-AUGUSTA
US2004925,Beaumont,US20-BEAUMONT
US2006175,Benton,US20-BENTON
US2010925,Cassoday,US20-CASSODAY
US2018400,Douglass,US20-DOUGLASS
US2020050,Elbing,US20-ELBING
US2020075,El Dorado,US20-EL DORADO
US2038775,Latham,US20-LATHAM
US2039450,Leon,US20-LEON
US2057300,Potwin,US20-POTWIN
US2061100,Rosalia,US20-ROSALIA
US2061250,Rose Hill,US20-ROSE HILL
US2071125,Towanda,US20-TOWANDA
US2078050,Whitewater,US20-WHITEWATER
US2011425,Cedar Point,US20-CEDAR POINT
US2015900,Cottonwood Falls,US20-COTTONWOOD FALLS
US2020675,Elmdale,US20-ELMDALE
US2045150,Matfield Green,US20-MATFIELD GREEN
US2068650,Strong City,US20-STRONG CITY
US2011450,Cedar Vale,US20-CEDAR VALE
US2012675,Chautauqua,US20-CHAUTAUQUA
US2020125,Elgin,US20-ELGIN
US2050750,Niotaze,US20-NIOTAZE
US2055525,Peru,US20-PERU
US2063750,Sedan,US20-SEDAN
US2004625,Baxter Springs,US20-BAXTER SPRINGS
US2015075,Columbus,US20-COLUMBUS
US2016325,Crestline,US20-CRESTLINE
US2025100,Galena,US20-GALENA
US2029550,Hallowell,US20-HALLOWELL
US2043050,Lowell,US20-LOWELL
US2053450,Oswego,US20-OSWEGO
US2060200,Riverton,US20-RIVERTON
US2061275,Roseland,US20-ROSELAND
US2063325,Scammon,US20-SCAMMON
US2076350,Weir,US20-WEIR
US2077150,West Mineral,US20-WEST MINERAL
US2006825,Bird City,US20-BIRD CITY
US2062175,St. Francis,US20-ST. FRANCIS
US2002675,Ashland,US20-ASHLAND
US2021350,Englewood,US20-ENGLEWOOD
US2047150,Minneola,US20-MINNEOLA
US2013625,Clay Center,US20-CLAY CENTER
US2014200,Clifton,US20-CLIFTON
US2028425,Green,US20-GREEN
US2033700,Idana,US20-IDANA
US2042575,Longford,US20-LONGFORD
US2048225,Morganville,US20-MORGANVILLE
US2051700,Oak Hill,US20-OAK HILL
